flag,id,prefix,question_text,answer_text,unit_text
missing_unit,QA8006471,QA,"At 7:00 AM, a person cycling starts from point A at a speed of 10 km/h. Later, at 8:40 AM, another person on a motorbike also starts from point A, chasing the cyclist at a speed of 30 km/h. At what time do the two people meet?",,
missing_unit,QA8006477,QA,"When 100g of lead is supplied with 260J of heat energy, its temperature increases from 15 to 35 degrees C. What is the specific heat capacity of lead?",,
missing_unit,QA8006560,QA,"An goes from home to school at a speed of 30 km/h. He departs at 6:00 AM. After arriving at school, he stays and studies for 4 hours, then he goes from school back home. An arrives back home at 10:10 AM, and the distance from home to school is 3 km. Calculate An's speed when going from school back home.",,
missing_unit,QA8006574,QA,"**Problem 1:**
A car travels from A and is scheduled to arrive at B at 12:00 PM (noon).
If the car travels at a speed of 35 km/h, it will arrive at B 2 hours later than scheduled.
If the car travels at a speed of 50 km/h, it will arrive at B 1 hour earlier than scheduled.
Calculate the distance AB and the car's departure time from A.",,
missing_unit,QA8006579,QA,"**Problem 4**
Cities A and B are 120 km apart. A car travels from A to B, then returns to A. The total time for the round trip is 4.4 hours.
Calculate the car's speed when going from A to B (outbound speed), knowing that the return speed is 20% faster than the outbound speed.",,
missing_unit,QA8006668,QA,"A person rides a motorcycle from A to B, a distance of 180 km, in a scheduled time. After riding for 2 hours, the person rested for 40 minutes. Therefore, to arrive at B on time, the person had to increase their speed by 6 km/h for the remaining journey. Calculate the initial speed of the motorcycle.",,
missing_unit,QA8006791,QA,"A person plans to travel by car on road AB, which is 120 km long, within a certain planned time. For the first half of the journey, the car travels on a highway at a speed 15 km/h faster than planned. After leaving the highway, for the remaining half of the journey, the car travels at a speed 10 km/h slower than planned. It is known that the car arrived exactly at the planned time. Calculate the planned time for the person to travel the entire road AB.",,
missing_unit,QA8006873,QA,"Cars A and B start at the same time from two locations 250 km apart. They travel towards each other and meet after 2 hours. Find the speed of each car, given that twice the speed of car A is equal to three times the speed of car B.",,
missing_unit,QA8007214,QA,"The distance between Hanoi and Ha Long is 156km. A car departs from Hanoi to Ha Long at a constant speed. 24 minutes later, a motorbike also departs from Hanoi to Ha Long (on the same road as the car) at a speed 8 km/h greater than the car's speed. Both vehicles arrive in Ha Long at the same time. Calculate the speed of each vehicle.",,
missing_unit,QA8007232,QA,"Mr. Toàn rides a bicycle from one location towards another. 30 minutes later, Ms. Ba rides an electric scooter from the second location towards the first. They meet after Ms. Ba has traveled for 1 hour 30 minutes.
Another time, the two people travel from the same two locations, but they start simultaneously. After 1 hour 15 minutes, they are 10.5 km apart.
Calculate each person's speed, knowing the distance between the two locations (the Village and the Town) is 38 km.",,
missing_unit,QA8007281,QA,"The path AB consists of an uphill section 4km long and a downhill section 5km long. A cyclist rides from A to B in 40 minutes and from B to A in 41 minutes. (The speed when going uphill is the same in both directions, and the speed when going downhill is also the same in both directions). Calculate the uphill speed and the downhill speed.",,
missing_unit,QA8007404,QA,"A cyclist travels at a speed of v1 = 8 km/h, and a walker travels at a speed of v2 = 4 km/h. They start simultaneously from the same point and move in opposite directions. After 30 minutes of travel, the cyclist stops and rests for 30 minutes. Then, the cyclist turns around and chases the walker at their original speed. From the moment they started, how long will it take for the cyclist to catch up to the walker?",,
missing_unit,QA8007429,QA,"A plane is ascending at a speed of 540 km/h. The ascent path forms an angle of 24 degrees with the horizontal. After 2 minutes from takeoff, what vertical distance (in kilometers) will the plane have climbed? (Round the result to one decimal place.)",,
missing_unit,QA8007461,QA,"A motorboat travels along a river for a distance of 300km. The time taken to travel downstream is 5 hours, and to travel upstream is 6 hours. Find the speed of the motorboat and the speed of the water current.",,
missing_unit,QA8007526,QA,"At time t = 0, the object is passing through position x = –3 cm with a velocity of v = +4 cm/s. Find the equation of oscillation, given that the amplitude A = 5 cm and the angular frequency ω = 1 (rad/s).",,
missing_unit,QA8007554,QA,"On a train moving straight at an average velocity of 36 km/h relative to the ground, a passenger walks towards the front of the train at 1 m/s relative to the train floor. Choose the positive direction as the direction of the train's motion.
a. The passenger moves at 1 m/s relative to the train floor – that is the relative velocity.
b. The passenger's motion due to being carried along by the train (drag motion) has a velocity of 10 m/s.
c. The motion of the passenger relative to the ground is the superposition of the two motions above.
d. The velocity of the passenger relative to the ground is 9 m/s.",,
missing_unit,QA8007660,QA,"A passenger bus travels from Ho Chi Minh City to Can Tho, a distance of 170 km. After the bus had traveled for 1 hour and 15 minutes, a truck started from Can Tho towards Ho Chi Minh City and met the bus 30 minutes later. Calculate the speed of each vehicle, knowing that the bus travels 20 km/h faster than the truck.",,
missing_unit,QA8007854,QA,"Object A: performs 2500 oscillations in 25 seconds.
Object B: performs 180 oscillations in 1/5 minute.
a/ Which object emits a higher-pitched sound? Why?
b/ Which object's sound can our ears hear? Why?",,
missing_unit,QA8008015,QA,"The first person cycles from A to B, taking 6 hours. The second person rides a motorbike from B to A, taking 3 hours. The second person starts 2 hours after the first person. After the second person has been traveling for 1 hour, have the two people met yet?",,
missing_unit,QA8008077,QA,"A person cycles from A to B, a distance of 36 km. After cycling 12 km, the person rests for 15 minutes. If the cycling speed is v km/h, the total time for cycling and resting is 2 hours. Calculate the speed v.",,
missing_unit,QA8008128,QA,"A steel pipe is 25.5 meters long. When one student taps one end of the pipe with a pen, another student places their ear against the steel pipe and hears two distinct tapping sounds, separated by an interval of 0.071 seconds.
a) Explain why a single tap at one end leads to two sounds being heard at the other end.
b) Calculate the speed of sound propagation through the steel pipe.",,
missing_unit,QA8008297,QA,"A tourist car travels from Ho Chi Minh City to Da Lat, a distance of 310 km. 48 minutes after the tourist car departed, a truck began traveling from Da Lat towards Ho Chi Minh City and met the tourist car after 3 hours. Calculate the speed of each vehicle, given that the tourist car travels 10 km/h faster than the truck.",,
missing_unit,QA8008629,QA,"The distance AB is 240 km. At 8 AM, a passenger car starts traveling from A to B, and at the same time, a coach starts traveling from B to A. The two vehicles meet at 10 AM. Given that the passenger car travels 20 km/h faster than the coach. Calculate the speed of each vehicle?",,
missing_unit,QA8008692,QA,A particle undergoes simple harmonic motion with the displacement equation x = 6cos(4πt + π/3) cm. Calculate the speed and the average velocity over the time interval from t1 = 3s to t2 = 8s.,,
missing_unit,QA8008745,QA,"On a road AB 200km long, there are two people traveling in opposite directions. At 7:30 AM, a truck departs from B to A at a speed of 40km/h. After 30 minutes, a bus departs from B to A at a speed of 60km/h. How many kilometers apart are the two vehicles at 9:00 AM on the same day?",,
missing_unit,QA8008771,QA,"Two locations, A and B, are 220km apart. At 6 AM, a car departs from A towards B. At 7:08 AM, another car departs from B towards A. The two cars meet at 9 AM. Calculate the speed of each car, knowing that the speed of the second car is 12.5 km/h less than the first car.",,
missing_unit,QA8008904,QA,"A plane mirror stands on the floor, tilted backward by an angle $\alpha = 30$ degrees with respect to the vertical. What is the maximum distance a person of height $h = 1.7$ m can stand from the edge of the mirror and still see a portion of their own image? Neglect the distance from the eye to the top of the head.",,
missing_unit,QA8008963,QA,"Given a road AB with a length of 180 km. The speed of the motorbike is 45 km/h, and the speed of the car is 60 km/h. How long will it take until the motorbike's remaining distance is double the car's remaining distance, knowing that both vehicles travel in the same direction?",,
